,bitscore,annotation
no_accession_number5750|Cas12k|blastp_CasPedia,1176.9,cas12k
no_accession_number5751|Cas12k|blastp_CasPedia,1185.1,cas12k
no_accession_number5752|Cas12k|blastp_CasPedia,1173.8,cas12k
no_accession_number5753|Cas12k|blastp_CasPedia,1173.8,cas12k
no_accession_number5754|Cas12k|blastp_CasPedia,1178.3,cas12k
no_accession_number5755|Cas12k|blastp_CasPedia,1196.2,cas12k
no_accession_number5756|Cas12k|blastp_CasPedia,1167.7,cas12k
no_accession_number5757|Cas12k|blastp_CasPedia,1174.7,cas12k
no_accession_number5758|Cas12k|blastp_CasPedia,1190.3,cas12k
no_accession_number5759|Cas12k|blastp_CasPedia,1179.7,cas12k
no_accession_number5760|Cas12k|blastp_CasPedia,1179.7,cas12k
no_accession_number5761|Cas12k|blastp_CasPedia,1179.7,cas12k
no_accession_number5762|Cas12k|blastp_CasPedia,1179.7,cas12k
no_accession_number5763|Cas12k|blastp_CasPedia,1179.7,cas12k
no_accession_number5764|Cas12k|blastp_CasPedia,1176.7,cas12k
no_accession_number5765|Cas12k|blastp_CasPedia,1180.4,cas12k
no_accession_number5766|Cas12k|blastp_CasPedia,1180.4,cas12k
no_accession_number5767|Cas12k|blastp_CasPedia,1180.3,cas12k
no_accession_number5768|Cas12k|blastp_CasPedia,1180.4,cas12k
no_accession_number5769|Cas12k|blastp_CasPedia,1180.4,cas12k
no_accession_number5770|Cas12k|blastp_CasPedia,1177.2,cas12k
no_accession_number5771|Cas12k|blastp_CasPedia,1179.0,cas12k
no_accession_number5772|Cas12k|blastp_CasPedia,1180.7,cas12k
no_accession_number5773|Cas12k|blastp_CasPedia,1180.7,cas12k
no_accession_number5774|Cas12k|blastp_CasPedia,1180.7,cas12k
no_accession_number5775|Cas12k|blastp_CasPedia,1180.7,cas12k
no_accession_number5776|Cas12k|blastp_CasPedia,1180.7,cas12k
no_accession_number5777|Cas12k|blastp_CasPedia,1180.7,cas12k
no_accession_number5778|Cas12k|blastp_CasPedia,1180.7,cas12k
no_accession_number5779|Cas12k|blastp_CasPedia,1180.7,cas12k
no_accession_number5780|Cas12k|blastp_CasPedia,1180.7,cas12k
no_accession_number5781|Cas12k|blastp_CasPedia,1180.7,cas12k
no_accession_number5782|Cas12k|blastp_CasPedia,1180.7,cas12k
no_accession_number5783|Cas12k|blastp_CasPedia,1180.7,cas12k
no_accession_number5784|Cas12k|blastp_CasPedia,1180.7,cas12k
no_accession_number5785|Cas12k|blastp_CasPedia,1180.7,cas12k
no_accession_number5786|Cas12k|blastp_CasPedia,1180.7,cas12k
no_accession_number5787|Cas12k|blastp_CasPedia,1180.7,cas12k
no_accession_number5788|Cas12k|blastp_CasPedia,1180.7,cas12k
no_accession_number5789|Cas12k|blastp_CasPedia,1180.7,cas12k
no_accession_number5790|Cas12k|blastp_CasPedia,1180.7,cas12k
no_accession_number5791|Cas12k|blastp_CasPedia,1180.7,cas12k
no_accession_number5792|Cas12k|blastp_CasPedia,1180.7,cas12k
no_accession_number5793|Cas12k|blastp_CasPedia,1180.7,cas12k
no_accession_number5794|Cas12k|blastp_CasPedia,1180.7,cas12k
no_accession_number5795|Cas12k|blastp_CasPedia,1180.7,cas12k
no_accession_number5796|Cas12k|blastp_CasPedia,1180.7,cas12k
no_accession_number5797|Cas12k|blastp_CasPedia,1180.7,cas12k
no_accession_number5798|Cas12k|blastp_CasPedia,1180.7,cas12k
no_accession_number5799|Cas12k|blastp_CasPedia,1180.7,cas12k
no_accession_number5800|Cas12k|blastp_CasPedia,1180.7,cas12k
no_accession_number5801|Cas12k|blastp_CasPedia,1172.9,cas12k
no_accession_number5802|Cas12k|blastp_CasPedia,1167.5,cas12k
no_accession_number5803|Cas12k|blastp_CasPedia,1167.5,cas12k
no_accession_number5804|Cas12k|blastp_CasPedia,1167.5,cas12k
no_accession_number5805|Cas12k|blastp_CasPedia,1167.5,cas12k
no_accession_number5806|Cas12k|blastp_CasPedia,1171.4,cas12k
no_accession_number5807|Cas12k|blastp_CasPedia,1171.4,cas12k
no_accession_number5808|Cas12k|blastp_CasPedia,1171.4,cas12k
no_accession_number5809|Cas12k|blastp_CasPedia,1167.5,cas12k
no_accession_number5810|Cas12k|blastp_CasPedia,1167.5,cas12k
no_accession_number5811|Cas12k|blastp_CasPedia,1167.5,cas12k
no_accession_number5812|Cas12k|blastp_CasPedia,1167.5,cas12k
no_accession_number5813|Cas12k|blastp_CasPedia,1171.4,cas12k
no_accession_number5814|Cas12k|blastp_CasPedia,1172.2,cas12k
no_accession_number5815|Cas12k|blastp_CasPedia,1178.5,cas12k
no_accession_number5816|Cas12k|blastp_CasPedia,1177.7,cas12k
no_accession_number5817|Cas12k|blastp_CasPedia,1135.2,cas12k
no_accession_number5818|Cas12k|blastp_CasPedia,1135.9,cas12k
no_accession_number5819|Cas12k|blastp_CasPedia,1205.1,cas12k
no_accession_number5820|Cas12k|blastp_CasPedia,1221.6,cas12k
no_accession_number5821|Cas12k|blastp_CasPedia,1344.3,cas12k
no_accession_number5822|Cas12k|blastp_CasPedia,1344.3,cas12k
no_accession_number5823|Cas12u|blastp_CasPedia,683.4,cas12f
no_accession_number5824|Cas12n|blastp_CasPedia,712.4,cas12f
no_accession_number5825|Cas12n|blastp_CasPedia,716.1,cas12f
no_accession_number5826|Cas12k|blastp_CasPedia,942.1,cas12j
no_accession_number5827|Cas12n|blastp_CasPedia,563.5,cas12f
no_accession_number5828|Cas12n|blastp_CasPedia,563.5,cas12f
no_accession_number5829|Cas12f|blastp_CasPedia,819.4,cas12f
no_accession_number5830|Cas12f|blastp_CasPedia,809.2,cas12f
no_accession_number5831|Cas12f|blastp_CasPedia,809.2,cas12f
no_accession_number5832|Cas12f|blastp_CasPedia,809.2,cas12f
no_accession_number5833|Cas12f|blastp_CasPedia,809.2,cas12f
no_accession_number5834|Cas12f|blastp_CasPedia,809.2,cas12f
no_accession_number5835|Cas12f|blastp_CasPedia,809.2,cas12f
no_accession_number5836|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5837|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5838|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5839|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5840|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5841|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5842|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5843|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5844|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5845|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5846|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5847|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5848|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5849|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5850|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5851|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5852|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5853|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5854|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5855|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5856|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5857|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5858|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5859|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5860|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5861|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5862|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5863|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5864|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5865|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5866|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5867|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5868|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5869|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5870|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5871|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5872|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5873|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5874|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5875|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5876|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5877|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5878|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5879|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5880|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5881|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5882|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5883|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5884|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5885|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5886|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5887|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5888|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5889|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5890|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5891|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5892|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5893|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5894|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5895|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5896|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5897|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5898|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5899|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5900|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5901|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5902|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5903|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5904|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5905|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5906|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5907|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5908|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5909|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5910|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5911|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5912|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5913|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5914|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5915|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5916|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5917|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5918|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5919|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5920|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5921|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5922|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5923|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5924|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5925|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5926|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5927|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5928|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5929|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5930|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5931|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5932|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5933|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5934|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5935|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5936|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5937|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5938|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5939|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5940|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5941|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5942|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5943|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5944|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5945|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5946|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5947|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5948|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5949|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5950|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5951|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5952|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5953|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5954|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5955|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5956|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5957|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5958|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5959|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5960|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5961|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5962|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5963|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5964|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5965|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5966|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5967|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5968|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5969|Cas12u|blastp_CasPedia,525.7,cas12u
no_accession_number5970|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5971|Cas12u|blastp_CasPedia,528.0,cas12u
no_accession_number5972|Cas12u|blastp_CasPedia,528.0,cas12u
no_accession_number5973|Cas12u|blastp_CasPedia,528.0,cas12u
no_accession_number5974|Cas12u|blastp_CasPedia,526.8,cas12u
no_accession_number5975|Cas12u|blastp_CasPedia,526.8,cas12u
no_accession_number5976|Cas12u|blastp_CasPedia,525.5,cas12u
no_accession_number5977|Cas12u|blastp_CasPedia,525.5,cas12u
no_accession_number5978|Cas12u|blastp_CasPedia,525.5,cas12u
no_accession_number5979|Cas12u|blastp_CasPedia,525.5,cas12u
no_accession_number5980|Cas12u|blastp_CasPedia,525.5,cas12u
no_accession_number5981|Cas12u|blastp_CasPedia,525.5,cas12u
no_accession_number5982|Cas12u|blastp_CasPedia,525.1,cas12u
no_accession_number5983|Cas12u|blastp_CasPedia,527.3,cas12u
no_accession_number5984|Cas12u|blastp_CasPedia,527.9,cas12u
no_accession_number5985|Cas12u|blastp_CasPedia,524.9,cas12u
no_accession_number5986|Cas12u|blastp_CasPedia,524.9,cas12u
no_accession_number5987|Cas12u|blastp_CasPedia,528.0,cas12u
no_accession_number5988|Cas12u|blastp_CasPedia,528.1,cas12u
no_accession_number5989|Cas12u|blastp_CasPedia,524.9,cas12u
no_accession_number5990|Cas12u|blastp_CasPedia,520.2,cas12u
no_accession_number5991|Cas12u|blastp_CasPedia,520.2,cas12u
no_accession_number5992|Cas12u|blastp_CasPedia,520.2,cas12u
no_accession_number5993|Cas12u|blastp_CasPedia,520.2,cas12u
no_accession_number5994|Cas12u|blastp_CasPedia,520.2,cas12u
no_accession_number5995|Cas12u|blastp_CasPedia,520.2,cas12u
no_accession_number5996|Cas12u|blastp_CasPedia,520.9,cas12u
no_accession_number5997|Cas12u|blastp_CasPedia,520.9,cas12u
no_accession_number5998|Cas12u|blastp_CasPedia,520.9,cas12u
no_accession_number5999|Cas12u|blastp_CasPedia,520.9,cas12u
no_accession_number6000|Cas12u|blastp_CasPedia,528.2,cas12u
no_accession_number6001|Cas12u|blastp_CasPedia,520.9,cas12u
no_accession_number6002|Cas12u|blastp_CasPedia,528.2,cas12u
no_accession_number6003|Cas12u|blastp_CasPedia,519.4,cas12u
no_accession_number6004|Cas12u|blastp_CasPedia,519.3,cas12u
no_accession_number6005|Cas12u|blastp_CasPedia,519.3,cas12u
no_accession_number6006|Cas12u|blastp_CasPedia,519.3,cas12u
no_accession_number6007|Cas12u|blastp_CasPedia,519.3,cas12u
no_accession_number6008|Cas12u|blastp_CasPedia,519.3,cas12u
no_accession_number6009|Cas12u|blastp_CasPedia,500.0,cas12u
no_accession_number6010|Cas12u|blastp_CasPedia,500.0,cas12u
no_accession_number6011|Cas12u|blastp_CasPedia,491.5,cas12u
no_accession_number6012|Cas12u|blastp_CasPedia,464.4,cas12u
no_accession_number6013|Cas12u|blastp_CasPedia,464.4,cas12u
no_accession_number6014|Cas12c|blastp_CasPedia,1437.1,cas12c
no_accession_number6015|Cas12c|blastp_CasPedia,1436.9,cas12c
no_accession_number6016|Cas12c|blastp_CasPedia,1436.9,cas12c
no_accession_number6017|Cas12c|blastp_CasPedia,1437.2,cas12c
no_accession_number6018|Cas12c|blastp_CasPedia,1438.9,cas12c
no_accession_number6019|Cas12c|blastp_CasPedia,1340.4,cas12c
no_accession_number6020|Cas12c|blastp_CasPedia,1142.6,cas12c
no_accession_number6021|Cas12b|blastp_CasPedia,1430.2,cas12b
no_accession_number6022|Cas12b|blastp_CasPedia,1430.2,cas12b
no_accession_number6023|Cas12b|blastp_CasPedia,1430.2,cas12b
no_accession_number6024|Cas12b|blastp_CasPedia,1430.2,cas12b
no_accession_number6025|Cas12b|blastp_CasPedia,1430.2,cas12b
no_accession_number6026|Cas12b|blastp_CasPedia,1430.2,cas12b
no_accession_number6027|Cas12b|blastp_CasPedia,1430.6,cas12b
no_accession_number6028|Cas12b|blastp_CasPedia,1363.5,cas12b
no_accession_number6029|Cas12b|blastp_CasPedia,1363.5,cas12b
no_accession_number6030|Cas12b|blastp_CasPedia,1363.5,cas12b
no_accession_number6031|Cas12b|blastp_CasPedia,1363.5,cas12b
no_accession_number6032|Cas12b|blastp_CasPedia,1363.5,cas12b
no_accession_number6033|Cas12b|blastp_CasPedia,1364.4,cas12b
no_accession_number6034|Cas12b|blastp_CasPedia,1364.4,cas12b
no_accession_number6035|Cas12b|blastp_CasPedia,1363.5,cas12b
no_accession_number6036|Cas12b|blastp_CasPedia,1362.5,cas12b
no_accession_number6037|Cas12b|blastp_CasPedia,1362.5,cas12b
no_accession_number6038|Cas12b|blastp_CasPedia,1362.5,cas12b
no_accession_number6039|Cas12b|blastp_CasPedia,1362.5,cas12b
no_accession_number6040|Cas12b|blastp_CasPedia,1359.5,cas12b
no_accession_number6041|Cas12b|blastp_CasPedia,1361.0,cas12b
no_accession_number6042|Cas12b|blastp_CasPedia,1358.1,cas12b
no_accession_number6043|Cas12b|blastp_CasPedia,1319.8,cas12b
no_accession_number6044|Cas12f|blastp_CasPedia,415.2,cas12f
no_accession_number6045|Cas12f|blastp_CasPedia,415.2,cas12f
no_accession_number6046|Cas12f|blastp_CasPedia,415.2,cas12f
no_accession_number6047|Cas12f|blastp_CasPedia,415.2,cas12f
no_accession_number6048|Cas12f|blastp_CasPedia,415.2,cas12f
no_accession_number6049|Cas12k|blastp_CasPedia,1052.1,cas12k
no_accession_number6050|Cas12k|blastp_CasPedia,1052.1,cas12k
no_accession_number6051|Cas12k|blastp_CasPedia,1052.1,cas12k
no_accession_number6052|Cas12k|blastp_CasPedia,1052.1,cas12k
no_accession_number6053|Cas12k|blastp_CasPedia,1052.1,cas12k
no_accession_number6054|Cas12k|blastp_CasPedia,1052.1,cas12k
no_accession_number6055|Cas12k|blastp_CasPedia,1052.1,cas12k
no_accession_number6056|Cas12k|blastp_CasPedia,1052.1,cas12k
no_accession_number6057|Cas12k|blastp_CasPedia,1052.1,cas12k
no_accession_number6058|Cas12k|blastp_CasPedia,1052.1,cas12k
no_accession_number6059|Cas12k|blastp_CasPedia,1052.1,cas12k
no_accession_number6060|Cas12k|blastp_CasPedia,1052.1,cas12k
no_accession_number6061|Cas12k|blastp_CasPedia,1052.1,cas12k
no_accession_number6062|Cas12k|blastp_CasPedia,1042.9,cas12k
no_accession_number6063|Cas12k|blastp_CasPedia,1084.2,cas12k
no_accession_number6064|Cas12k|blastp_CasPedia,1037.7,cas12k
no_accession_number6065|Cas12k|blastp_CasPedia,1047.9,cas12k
no_accession_number6066|Cas12k|blastp_CasPedia,1050.2,cas12k
no_accession_number6067|Cas12k|blastp_CasPedia,1050.2,cas12k
no_accession_number6068|Cas12k|blastp_CasPedia,1050.2,cas12k
no_accession_number6069|Cas12k|blastp_CasPedia,1050.2,cas12k
no_accession_number6070|Cas12k|blastp_CasPedia,1050.2,cas12k
no_accession_number6071|Cas12k|blastp_CasPedia,1050.2,cas12k
no_accession_number6072|Cas12k|blastp_CasPedia,1050.2,cas12k
no_accession_number6073|Cas12k|blastp_CasPedia,1050.2,cas12k
no_accession_number6074|Cas12k|blastp_CasPedia,1050.2,cas12k
no_accession_number6075|Cas12k|blastp_CasPedia,1050.2,cas12k
no_accession_number6076|Cas12k|blastp_CasPedia,1050.2,cas12k
no_accession_number6077|Cas12k|blastp_CasPedia,1050.2,cas12k
no_accession_number6078|Cas12k|blastp_CasPedia,1071.4,cas12k
no_accession_number6079|Cas12k|blastp_CasPedia,1071.4,cas12k
no_accession_number6080|Cas12k|blastp_CasPedia,1071.4,cas12k
no_accession_number6081|Cas12k|blastp_CasPedia,1060.3,cas12k
no_accession_number6082|Cas12k|blastp_CasPedia,1060.3,cas12k
no_accession_number6083|Cas12k|blastp_CasPedia,1041.4,cas12k
no_accession_number6084|Cas12k|blastp_CasPedia,1069.8,cas12k
no_accession_number6085|Cas12k|blastp_CasPedia,1056.5,cas12k
no_accession_number6086|Cas12k|blastp_CasPedia,1035.6,cas12k
no_accession_number6087|Cas12k|blastp_CasPedia,1035.6,cas12k
no_accession_number6088|Cas12k|blastp_CasPedia,1035.6,cas12k
no_accession_number6089|Cas12k|blastp_CasPedia,1058.7,cas12k
no_accession_number6090|Cas12k|blastp_CasPedia,1045.2,cas12k
no_accession_number6091|Cas12k|blastp_CasPedia,1045.2,cas12k
no_accession_number6092|Cas12k|blastp_CasPedia,1045.2,cas12k
no_accession_number6093|Cas12k|blastp_CasPedia,1020.3,cas12k
no_accession_number6094|Cas12k|blastp_CasPedia,1056.6,cas12k
no_accession_number6095|Cas12k|blastp_CasPedia,1056.6,cas12k
no_accession_number6096|Cas12k|blastp_CasPedia,1056.6,cas12k
no_accession_number6097|Cas12k|blastp_CasPedia,1057.8,cas12k
no_accession_number6098|Cas12f|blastp_CasPedia,1156.7,cas12f
no_accession_number6099|Cas12k|blastp_CasPedia,981.1,cas12j
no_accession_number6100|Cas12k|blastp_CasPedia,976.7,cas12j
no_accession_number6101|Cas12k|blastp_CasPedia,976.7,cas12j
no_accession_number6102|Cas12f|blastp_CasPedia,764.9,cas12f
no_accession_number6103|Cas12f|blastp_CasPedia,764.9,cas12f
no_accession_number6104|Cas12f|blastp_CasPedia,764.9,cas12f
no_accession_number6105|Cas12f|blastp_CasPedia,764.9,cas12f
no_accession_number6106|Cas12f|blastp_CasPedia,764.9,cas12f
no_accession_number6107|Cas12f|blastp_CasPedia,764.9,cas12f
no_accession_number6108|Cas12f|blastp_CasPedia,764.9,cas12f
no_accession_number6109|Cas12f|blastp_CasPedia,764.9,cas12f
no_accession_number6110|Cas12a|blastp_CasPedia,1724.3,cas12a
no_accession_number6111|Cas12a|blastp_CasPedia,1724.3,cas12a
no_accession_number6112|Cas12a|blastp_CasPedia,1724.3,cas12a
no_accession_number6113|Cas12a|blastp_CasPedia,1724.3,cas12a
no_accession_number6114|Cas12a|blastp_CasPedia,1724.3,cas12a
no_accession_number6115|Cas12a|blastp_CasPedia,1724.3,cas12a
no_accession_number6116|Cas12a|blastp_CasPedia,1724.3,cas12a
no_accession_number6117|Cas12a|blastp_CasPedia,1724.3,cas12a
no_accession_number6118|Cas12a|blastp_CasPedia,1724.3,cas12a
no_accession_number6119|Cas12a|blastp_CasPedia,1717.8,cas12a
no_accession_number6120|Cas12a|blastp_CasPedia,1717.4,cas12a
no_accession_number6121|Cas12a|blastp_CasPedia,1691.1,cas12a
no_accession_number6122|Cas12a|blastp_CasPedia,1603.5,cas12a
no_accession_number6123|Cas12a|blastp_CasPedia,1703.9,cas12a
no_accession_number6124|Cas12a|blastp_CasPedia,1696.1,cas12a
no_accession_number6125|Cas12a|blastp_CasPedia,1554.9,cas12a
no_accession_number6126|Cas12a|blastp_CasPedia,1710.0,cas12a
no_accession_number6127|Cas12a|blastp_CasPedia,1702.9,cas12a
no_accession_number6128|Cas12a|blastp_CasPedia,1702.9,cas12a
no_accession_number6129|Cas12a|blastp_CasPedia,1698.1,cas12a
no_accession_number6130|Cas12a|blastp_CasPedia,1698.1,cas12a
no_accession_number6131|Cas12f|blastp_CasPedia,809.2,cas12f
no_accession_number6132|Cas12f|blastp_CasPedia,809.2,cas12f
no_accession_number6133|Cas12f|blastp_CasPedia,809.2,cas12f
no_accession_number6134|Cas12f|blastp_CasPedia,809.2,cas12f
no_accession_number6135|Cas12f|blastp_CasPedia,809.2,cas12f
no_accession_number6136|Cas12f|blastp_CasPedia,809.2,cas12f
no_accession_number6137|Cas12f|blastp_CasPedia,801.8,cas12f
no_accession_number6138|Cas12f|blastp_CasPedia,819.4,cas12f
no_accession_number6139|Cas12f|blastp_CasPedia,194.9,cas12f
no_accession_number6140|Cas12b|blastp_CasPedia,1391.4,cas12b
no_accession_number6141|Cas12b|blastp_CasPedia,1391.4,cas12b
no_accession_number6142|Cas12b|blastp_CasPedia,1392.2,cas12b
no_accession_number6143|Cas12b|blastp_CasPedia,1390.6,cas12b
no_accession_number6144|Cas12b|blastp_CasPedia,1391.1,cas12b
no_accession_number6145|Cas12b|blastp_CasPedia,1391.1,cas12b
no_accession_number6146|Cas12b|blastp_CasPedia,1391.9,cas12b
no_accession_number6147|Cas12b|blastp_CasPedia,1380.4,cas12b
no_accession_number6148|Cas12u|blastp_CasPedia,427.5,cas12u
no_accession_number6149|Cas12u|blastp_CasPedia,214.4,cas12u
no_accession_number6150|Cas12n|blastp_CasPedia,740.3,cas12f
no_accession_number6151|Cas12n|blastp_CasPedia,740.3,cas12f
no_accession_number6152|Cas12n|blastp_CasPedia,740.9,cas12f
no_accession_number6153|Cas12n|blastp_CasPedia,737.9,cas12f
no_accession_number6154|Cas12n|blastp_CasPedia,737.9,cas12f
no_accession_number6155|Cas12d|blastp_CasPedia,1279.9,cas12d
